iter,infectious_period_0,infectious_period_15,proportionHighRisk_0,proportionHighRisk_2,proportionHighRisk_5,proportionHighRisk_19,proportionHighRisk_25,proportionHighRisk_50,proportionHighRisk_65,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_60,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_60,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_60,relative_vaccineEfficacyVsInfection_H1_0,relative_vaccineEfficacyVsInfection_H1_0.5,relative_vaccineEfficacyVsInfection_H1_5,relative_vaccineEfficacyVsInfection_H1_18,relative_vaccineEfficacyVsInfection_H1_50,relative_vaccineEfficacyVsInfection_H3_0,relative_vaccineEfficacyVsInfection_H3_0.5,relative_vaccineEfficacyVsInfection_H3_5,relative_vaccineEfficacyVsInfection_H3_18,relative_vaccineEfficacyVsInfection_H3_50,relative_vaccineEfficacyVsInfection_B_0,relative_vaccineEfficacyVsInfection_B_0.5,relative_vaccineEfficacyVsInfection_B_5,relative_vaccineEfficacyVsInfection_B_18,relative_vaccineEfficacyVsInfection_B_50,relative_vaccineEfficacyVsHospitalization_H1_0,relative_vaccineEfficacyVsHospitalization_H1_0.5,relative_vaccineEfficacyVsHospitalization_H1_16,relative_vaccineEfficacyVsHospitalization_H1_65,relative_vaccineEfficacyVsHospitalization_H3_0,relative_vaccineEfficacyVsHospitalization_H3_0.5,relative_vaccineEfficacyVsHospitalization_H3_16,relative_vaccineEfficacyVsHospitalization_H3_65,relative_vaccineEfficacyVsHospitalization_B_0,relative_vaccineEfficacyVsHospitalization_B_0.5,relative_vaccineEfficacyVsHospitalization_B_16,relative_vaccineEfficacyVsHospitalization_B_65,relative_vaccineEfficacyVsDeath_H1_0,relative_vaccineEfficacyVsDeath_H1_0.5,relative_vaccineEfficacyVsDeath_H1_18,relative_vaccineEfficacyVsDeath_H1_65,relative_vaccineEfficacyVsDeath_H3_0,relative_vaccineEfficacyVsDeath_H3_0.5,relative_vaccineEfficacyVsDeath_H3_18,relative_vaccineEfficacyVsDeath_H3_65,relative_vaccineEfficacyVsDeath_B_0,relative_vaccineEfficacyVsDeath_B_0.5,relative_vaccineEfficacyVsDeath_B_18,relative_vaccineEfficacyVsDeath_B_65,relative_highRiskvaccineEfficacyVsDeath_H1_0,relative_highRiskvaccineEfficacyVsDeath_H1_0.5,relative_highRiskvaccineEfficacyVsDeath_H1_18,relative_highRiskvaccineEfficacyVsDeath_H1_65,relative_highRiskvaccineEfficacyVsDeath_H3_0,relative_highRiskvaccineEfficacyVsDeath_H3_0.5,relative_highRiskvaccineEfficacyVsDeath_H3_18,relative_highRiskvaccineEfficacyVsDeath_H3_65,relative_highRiskvaccineEfficacyVsDeath_B_0,relative_highRiskvaccineEfficacyVsDeath_B_0.5,relative_highRiskvaccineEfficacyVsDeath_B_18,relative_highRiskvaccineEfficacyVsDeath_B_65,prob_death_0,prob_death_5,prob_death_18,prob_death_50,prob_death_65,ratio_death_strain_H1_0,ratio_death_strain_H1_5,ratio_death_strain_H1_18,ratio_death_strain_H1_50,ratio_death_strain_H1_65,ratio_death_strain_H1_75,ratio_death_strain_H3_0,ratio_death_strain_H3_5,ratio_death_strain_H3_18,ratio_death_strain_H3_50,ratio_death_strain_H3_65,ratio_death_strain_H3_75,ratio_death_highrisk_0,ratio_death_highrisk_5,ratio_death_highrisk_18,ratio_death_highrisk_50,ratio_death_highrisk_65,ratio_death_highrisk_75,prob_hosp_0,prob_hosp_5,prob_hosp_18,prob_hosp_50,prob_hosp_65,ratio_hosp_highrisk_0,ratio_hosp_highrisk_5,ratio_hosp_highrisk_18,ratio_hosp_highrisk_50,ratio_hosp_highrisk_65,ratio_hosp_highrisk_75,lowRiskhospitalizationRate_H1_0,lowRiskhospitalizationRate_H1_5,lowRiskhospitalizationRate_H1_18,lowRiskhospitalizationRate_H1_50,lowRiskhospitalizationRate_H1_65,lowRiskhospitalizationRate_H1_75,lowRiskhospitalizationRate_H3_0,lowRiskhospitalizationRate_H3_5,lowRiskhospitalizationRate_H3_18,lowRiskhospitalizationRate_H3_50,lowRiskhospitalizationRate_H3_65,lowRiskhospitalizationRate_H3_75,lowRiskhospitalizationRate_B_0,lowRiskhospitalizationRate_B_5,lowRiskhospitalizationRate_B_18,lowRiskhospitalizationRate_B_50,lowRiskhospitalizationRate_B_65,lowRiskhospitalizationRate_B_75,highRiskhospitalizationRate_H1_0,highRiskhospitalizationRate_H1_5,highRiskhospitalizationRate_H1_18,highRiskhospitalizationRate_H1_50,highRiskhospitalizationRate_H1_65,highRiskhospitalizationRate_H1_75,highRiskhospitalizationRate_H3_0,highRiskhospitalizationRate_H3_5,highRiskhospitalizationRate_H3_18,highRiskhospitalizationRate_H3_50,highRiskhospitalizationRate_H3_65,highRiskhospitalizationRate_H3_75,highRiskhospitalizationRate_B_0,highRiskhospitalizationRate_B_5,highRiskhospitalizationRate_B_18,highRiskhospitalizationRate_B_50,highRiskhospitalizationRate_B_65,highRiskhospitalizationRate_B_75,beta_H1,beta_H3,beta_B,vac_eff_hospitalization,vac_eff_mortality
223,3.289835304,4.376255415,0.051569123,0.094493484,0.117790152,0.119401301,0.158486286,0.302078891,0.473637982,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.661911005,0.598546581,0.470063949,0.293595601,0,0.593190076,0.314540713,0.299404117,0.33318227,0,0.526355396,0.508746851,0.279278208,0.349301216,0,1,0.518768814,0.802089166,0,1,1.128475076,0.471972701,0,1,0.757625662,0.474617552,0,1,1.268747613,0.296642588,0,1,1.567641684,0.277017402,0,1,1.21658347,0.221732942,0,1,1.376843443,0.464048181,0,1,1.004302811,0.434875915,0,1,1.150465635,0.7411354,4.67E-05,1.00E-05,6.86E-05,0.001027005,0.009029434,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.019301036,0.000573299,0.003912913,0.019423146,0.041155698,0.212150682,0.742218732,10.49861221,6.922159429,9.964621979,7.618052474,7.592867737,5.519002419,2.070281738,0.913268772,5.1808098,8.352734168,54.67777557,8.327704232,9.574946817,14.5941672,40.4850466,164.6575101,24.44457916,11.27034888,7.009929444,10.74,4.852972179,33.9632019,0,5.11849559,14.50714086,9.503017321,40.92839742,15.41797768,9.643190195,1.197461886,32.36543367,163.2997343,289.6767252,337.4876515,23.44195483,6.267525373,26.66083149,104.0796706,57.80788666,203.2686873,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
224,3.261145383,4.553825321,0.043279283,0.092299493,0.113570568,0.119292633,0.154334997,0.310217401,0.47174244,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.733327854,0.551051484,0.437419791,0.287894849,0,0.606733085,0.257092748,0.341758695,0.246355627,0,0.447442595,0.472568772,0.38091426,0.402224049,0,1,1.069008823,0.812161137,0,1,0.723272613,0.547603727,0,1,0.829093561,0.515322216,0,1,1.054914374,0.486455263,0,1,1.551378644,0.341700735,0,1,1.229334323,0.243345311,0,1,0.983380304,0.568987749,0,1,1.888255352,0.433220629,0,1,1.536058035,0.747194584,4.44E-05,1.00E-05,7.53E-05,0.001171162,0.008335878,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.015394209,0.000582029,0.003786666,0.016874703,0.033647835,0.161402436,0.94126063,6.10340054,7.271410905,2.734962071,4.856272161,11.30515058,1.138494326,0.352385836,0.533821267,5.531585073,8.918269812,38.5028207,7.491975816,11.69818341,13.4813113,38.25560543,161.0168684,39.03923157,8.087672217,6.855856644,3.769318786,10.57594174,37.14038523,0,3.351623029,21.10052552,21.64749997,43.69952208,51.47103554,17.34907351,2.683360155,63.70981456,88.61287127,333.3751686,143.1424205,9.564002321,4.906930383,23.62957993,8.944556114,45.61355097,203.7432664,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
225,4.631653262,3.787202376,0.039420412,0.073413086,0.117434979,0.125600837,0.154773077,0.307645275,0.468674127,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.794046847,0.542345809,0.584983632,0.534388396,0,0.610367123,0.318159061,0.262998521,0.192628813,0,0.480661826,0.539032245,0.327471687,0.431480557,0,1,1.162894796,0.767413537,0,1,0.597781376,0.489660197,0,1,0.581666405,0.261623798,0,1,1.565666722,0.29476841,0,1,1.207510753,0.314770422,0,1,1.01495017,0.38692413,0,1,1.247949463,0.542655301,0,1,1.183990576,0.665493025,0,1,1.565744105,0.657270823,4.71E-05,1.00E-05,6.30E-05,0.000997844,0.010342903,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.013893614,0.000598828,0.003750129,0.018888514,0.044707414,0.238538634,0.471473854,12.05380154,17.45622625,9.218695578,4.327810923,12.06505008,2.44237963,1.679959847,0.27472432,7.516239825,12.11801931,104.4394343,13.55208059,15.96596224,30.89709679,35.18729539,160.4580361,38.32711203,11.90605477,6.352848033,7.177272237,16.09792232,42.47931626,0,5.633666495,4.235068258,15.26782906,59.37829461,28.19122765,15.4754578,5.58838689,60.03770899,80.56367816,541.7803411,237.1832339,4.861978891,4.973581954,13.51093157,60.15488801,82.84873396,321.901048,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
226,4.501964427,3.646664765,0.037297108,0.091999558,0.121105265,0.121188486,0.155667736,0.307039626,0.46447693,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.731854642,0.434582081,0.560719946,0.236004373,0,0.493295041,0.228324638,0.314409908,0.31419781,0,0.51945284,0.575869278,0.340192415,0.349445422,0,1,0.73400755,0.850530795,0,1,0.495083119,0.358704576,0,1,0.385109957,0.400812365,0,1,1.70218772,0.550302141,0,1,1.22962723,0.353375907,0,1,1.297926102,0.352165792,0,1,1.143819894,0.603188043,0,1,0.96816081,0.521600765,0,1,1.668925473,0.469878864,2.74E-05,1.00E-05,9.33E-05,0.001492239,0.007295738,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.01779558,0.000702209,0.003151583,0.019091881,0.035993934,0.262280126,0.395734608,3.811414079,3.398327433,2.100694217,2.528473013,5.734070615,8.322123564,0.448836133,0.809009504,5.263945565,8.48676938,50.38158137,9.603744292,12.86853807,26.35854559,39.97842426,98.33132671,28.80946645,13.18970106,4.051428662,11.61321423,9.131754409,72.76441679,0,2.661137836,16.31357515,21.4911517,41.58516996,47.73685114,14.0783174,4.611577898,37.1942106,287.8066533,263.2479614,504.951875,19.67378382,3.326087512,19.85599879,101.6383655,30.09467754,252.4192137,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
227,3.241644625,3.949759719,0.037660801,0.088625297,0.119312203,0.122133849,0.162635586,0.309847282,0.481928422,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.761705224,0.53256609,0.548767115,0.279471235,0,0.541111532,0.343746267,0.205256777,0.222193325,0,0.463800642,0.516759929,0.284881589,0.453802996,0,1,0.671114632,0.660936274,0,1,1.229788693,0.526191437,0,1,1.674034958,0.326045654,0,1,1.213359608,0.47523689,0,1,1.646539331,0.434673442,0,1,1.152382393,0.236971964,0,1,1.224229618,0.456017514,0,1,1.02583944,0.639714401,0,1,1.385188528,1.109423976,5.71E-05,1.00E-05,7.71E-05,0.0011043,0.01199414,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.014072428,0.000599063,0.003453861,0.016151169,0.033689076,0.137114105,0.481530867,6.067867946,6.918732894,7.921250126,3.776935395,4.74446568,2.813122796,0.939146255,0.751066011,5.034472136,8.116802016,116.0129625,3.943878427,9.304686614,29.31444387,34.83163408,93.42710941,34.98168939,4.211936499,1.58628741,8.415970397,1.562471768,53.02238329,0,5.661286279,18.70496713,3.996854628,39.77232988,27.0873058,7.516363086,4.070031842,53.21389307,201.3786177,86.29111023,126.6482894,11.98584743,2.794279322,57.82975073,65.17585485,61.44112693,83.45212467,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
228,3.538044175,4.108440696,0.037627072,0.082854697,0.115567361,0.11263094,0.156703126,0.292359472,0.472634663,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.673191507,0.613642304,0.602431443,0.413939341,0,0.596963042,0.332366208,0.276632046,0.387815406,0,0.401265685,0.45008744,0.274970126,0.472620787,0,1,0.763870592,0.555586012,0,1,0.571582802,0.504248542,0,1,0.69630076,0.646668323,0,1,1.180449181,0.280049519,0,1,1.493799109,0.214927737,0,1,1.173674975,0.324597823,0,1,0.957527176,0.569636267,0,1,1.500586415,0.501584897,0,1,1.335115684,0.701628507,4.71E-05,1.00E-05,6.87E-05,0.001519155,0.014089342,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.017993488,0.000578695,0.003691894,0.019887544,0.032421925,0.561943151,0.630514953,3.281535329,8.894866217,9.405413439,4.40886357,7.28097319,1.912757646,2.137520635,0.772740998,3.057694387,4.929752175,102.3958302,1.387748841,15.34269148,25.93731044,38.88831043,81.60521888,38.66813864,9.674456463,4.614726021,7.49327182,12.83845178,66.49602512,0,2.171403321,3.864855935,17.93274861,24.15578566,65.0225213,11.33299499,1.708815598,21.91182044,25.09628806,406.8813213,678.4534403,16.9325422,1.979302711,25.70142707,58.22373094,47.35456437,171.8225646,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
229,4.133077709,4.39791437,0.045066748,0.08200638,0.114885007,0.116308329,0.157214802,0.313282904,0.475459236,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.691178167,0.582301052,0.513856212,0.153371902,0,0.630260229,0.384453151,0.146446845,0.310560199,0,0.491594244,0.449340707,0.140007113,0.546326072,0,1,1.093910066,0.740783822,0,1,0.658533804,0.461756666,0,1,0.908570674,0.396304258,0,1,1.326523763,0.336989469,0,1,1.274723572,0.326704789,0,1,0.991105762,0.387007796,0,1,1.540385537,0.604109979,0,1,1.131287874,0.517470506,0,1,2.805562183,0.562637645,3.56E-05,1.00E-05,0.000106448,0.00094523,0.01851326,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.014276217,0.00053714,0.003470199,0.016255953,0.044859744,0.4639318,0.543158834,6.359489716,12.68192922,7.075414588,5.050184462,4.465561996,1.745867097,1.123258496,0.661980122,2.258156934,3.640701995,71.13701785,7.373218043,8.865619813,17.19292674,19.66641439,172.4406921,31.34281318,2.039429502,6.819771694,9.15844009,7.658445758,15.48538747,0,3.600101873,20.62957021,31.1780203,17.83943978,46.7253977,18.49175949,1.760705112,61.85692201,200.1841125,209.2945125,145.1732059,21.20910579,2.905276225,9.157192337,99.93166442,24.11080453,73.1297045,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
230,2.957454317,3.931641549,0.042245532,0.083487938,0.113132438,0.118346754,0.158895245,0.307546936,0.469600915,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.725342769,0.590629859,0.462529314,0.162822839,0,0.572168914,0.190593425,0.340199948,0.354974932,0,0.391045736,0.56558487,0.315006995,0.550873426,0,1,0.515237779,0.461797169,0,1,0.965358981,0.303053255,0,1,0.787434509,0.630100038,0,1,1.711010031,0.504278463,0,1,1.301732893,0.442325809,0,1,0.927176053,0.25487839,0,1,1.342743194,0.569547806,0,1,0.819972925,0.70144275,0,1,1.337948688,0.844735327,5.68E-05,1.00E-05,0.000172996,0.001028057,0.018472035,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.014176441,0.000387992,0.004354206,0.01928988,0.045861529,0.288006539,0.593415571,8.922218546,4.646854853,4.183639477,3.589380849,3.266847638,6.992739334,2.703995818,0.818444213,5.274818994,8.50430001,79.22492441,6.92485675,10.81358638,10.16256644,44.83129562,70.47702598,31.15036289,6.51375317,6.616131327,10.83416394,8.840709277,63.17650242,0,3.418871101,4.417654689,4.098558437,41.67107005,42.11234178,12.15886101,4.418810011,62.94882125,153.4715426,289.8443515,721.1767496,10.5726342,4.825526345,30.1446966,86.43827695,14.6770798,307.7198307,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
231,3.845361101,4.230320287,0.042719135,0.087810189,0.119177474,0.125207228,0.161346809,0.310934559,0.47041839,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.714532902,0.573349335,0.524437603,0.253918195,0,0.617448472,0.356678973,0.215452271,0.249340843,0,0.50728505,0.481860786,0.259256105,0.335905782,0,1,0.602858468,0.797144072,0,1,0.785229229,0.269039458,0,1,0.251191897,0.372178139,0,1,1.546976774,0.358168653,0,1,2.257920772,0.406631593,0,1,1.223397987,0.285114217,0,1,1.116069308,0.746511583,0,1,1.458622931,0.370079903,0,1,1.918529096,0.701105662,4.53E-05,1.00E-05,5.25E-05,0.002074584,0.01123727,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.01477439,0.000582885,0.004551696,0.018520223,0.029142292,0.198732689,0.342042257,9.800047845,12.66930753,2.735174351,7.053840067,9.616404281,3.30884203,1.41956012,0.593655198,2.824081174,4.553110464,120.442684,12.00661286,9.559765818,21.52873282,38.57607602,52.19609705,36.50034369,8.424715447,8.587657655,3.552708223,2.59563824,75.94011641,0,1.497266295,7.436984313,8.634948438,22.31024127,61.09640449,2.769878023,3.727116804,41.658541,276.9355307,301.742215,597.6855346,11.77699142,5.46656238,43.0826304,76.08985377,57.44730532,17.45981685,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
232,2.734941852,3.880214962,0.037252892,0.084017893,0.119465425,0.119297348,0.15796347,0.299662758,0.464875055,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.703794261,0.312446541,0.502170763,0.363089648,0,0.600532667,0.29152926,0.206060575,0.181617931,0,0.593264196,0.517404325,0.358407062,0.238334969,0,1,0.7126254,0.578980678,0,1,0.821658172,0.562067156,0,1,0.929869498,0.377123907,0,1,2.33306719,0.45043746,0,1,2.122610698,0.614752403,0,1,1.606358983,0.252929988,0,1,1.773640077,0.449409353,0,1,0.850412943,0.479314738,0,1,1.254032046,0.568798437,3.49E-05,1.00E-05,0.000119493,0.001364798,0.001998273,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.012864097,0.000416987,0.003928936,0.019510486,0.046358016,0.198642707,0.447036573,10.69012728,5.282153391,15.06710466,2.286104995,8.208449084,3.702393462,0.192309814,0.419961486,2.240327273,3.611956216,85.14222867,9.820925164,11.10004423,20.23528754,52.61522973,116.9021246,41.96084506,9.998638016,6.169507318,9.84090619,7.436628376,60.18443224,0,2.30969816,6.003519782,6.029146895,17.69858546,63.69742293,13.66546698,2.70654882,70.32726398,217.6118966,149.9044525,708.3964953,10.52315461,5.80004727,55.37320934,64.24245527,26.35251667,63.12179612,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
233,3.882154958,3.975734535,0.0389926,0.086451945,0.115008764,0.124543804,0.153460915,0.308521037,0.467739099,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.697614486,0.537421479,0.550136923,0.562481489,0,0.612174396,0.265715505,0.223381944,0.218221623,0,0.476524545,0.526390567,0.330342337,0.405135381,0,1,0.426177576,1.224743884,0,1,0.923902852,0.46005542,0,1,1.052384368,0.306097916,0,1,1.845407689,0.327329572,0,1,1.494413177,0.273230379,0,1,1.483227135,0.384809521,0,1,1.046172506,0.391357664,0,1,1.004113702,0.521074193,0,1,3.566758079,0.991303065,5.68E-05,1.00E-05,7.94E-05,0.000834374,0.011042703,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.014483461,0.000526545,0.00417552,0.018304701,0.036720897,0.111657886,0.486790388,5.532154131,9.717849407,8.241805685,7.361323652,7.562387992,4.553666448,2.317276394,0.664242148,5.599826184,9.028291194,77.62410507,7.301026886,10.05055174,15.78942024,70.2637292,66.14633447,49.43480068,6.291453716,4.943088875,9.12502527,7.286125486,23.61048693,0,4.599596521,17.67735249,13.01646007,44.23862685,32.99800304,12.58929164,4.704693715,18.01093207,150.6132502,119.7130895,805.1733425,13.00823114,3.442602452,21.53229958,47.2529226,91.88324751,232.866542,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
234,3.528295869,4.209293955,0.040677871,0.088278545,0.117441298,0.123696906,0.152642755,0.30913934,0.468853841,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.617955092,0.488696057,0.474970871,0.366221676,0,0.624691604,0.331313047,0.343390044,0.398225931,0,0.603013709,0.48366793,0.336739968,0.22441458,0,1,0.712013393,0.809140913,0,1,1.100906529,0.67358311,0,1,1.514066682,0.728833778,0,1,1.764344676,0.216136501,0,1,1.623816788,0.440739818,0,1,1.417822494,0.375860107,0,1,1.101809405,0.476600325,0,1,1.528920597,0.598628095,0,1,2.805442486,0.758602761,3.73E-05,1.00E-05,5.94E-05,0.001202536,0.01201062,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.012615232,0.000728813,0.003441554,0.012700722,0.039459964,0.307208337,0.716074434,6.317428859,18.87273916,5.71090697,4.83135181,19.95484383,2.758361173,2.472948326,0.865246287,3.989431756,6.431940994,56.9477453,10.72817129,8.812241146,15.42096244,40.97887214,84.54653807,51.0433317,7.452903023,8.199084635,7.203215703,3.294442409,32.93408242,0,1.266916753,16.89059618,7.452871293,31.51651087,41.20843148,9.79987122,4.784197829,38.13758036,202.4057551,27.05605189,925.9705442,14.81302454,2.880804919,39.92427443,48.31218488,43.82600304,287.6811168,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
235,4.103002221,4.302158283,0.043702784,0.084140981,0.115404463,0.128005683,0.154617328,0.310887373,0.481416337,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.505658686,0.631152876,0.560614238,0.303793778,0,0.660879057,0.376851585,0.35020002,0.242747482,0,0.571042488,0.504171449,0.386919699,0.560383584,0,1,0.821850018,0.861286321,0,1,1.091021743,0.450295922,0,1,0.565249324,0.683878289,0,1,2.022546994,0.25101786,0,1,1.734382539,0.372389304,0,1,1.336089769,0.369587261,0,1,1.457398282,0.474895768,0,1,1.277920298,0.54760131,0,1,2.037374528,0.614558474,4.44E-05,1.00E-05,6.09E-05,0.001031448,0.01484967,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.014414341,0.000489669,0.003023811,0.016762681,0.042425831,0.674817603,0.500879884,4.01352681,12.39003419,6.110195096,7.360665129,3.424109811,5.506652004,1.689854145,0.552695983,2.678069495,4.317703879,77.91888936,6.041110335,16.43133183,4.528333271,57.68185167,85.08711946,47.64506367,11.06363229,2.225296085,3.015611819,6.830326131,21.39058964,0,3.35372307,24.55172916,3.446185335,21.15674901,45.22011056,4.889007184,4.751814899,78.95761142,132.7228962,228.7887673,644.7115827,8.162018312,4.643784733,32.71348009,50.06239206,60.2731886,216.5769332,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
236,3.621122232,3.632089738,0.039414519,0.085059186,0.12043256,0.127142478,0.158377273,0.307670204,0.475453209,0.98337477,0.58722694,0.74014893,0.17972827,0.76439442,0.5204718,0.47804162,0.30150537,0.8395575,0.68187779,0.38641591,0.18820949,0,0.688521124,0.401417205,0.560670797,0.424869566,0,0.63320743,0.368895365,0.214329461,0.100805075,0,0.481832263,0.610575828,0.190749194,0.283663927,0,1,0.784515221,0.843347017,0,1,0.600662438,0.522360107,0,1,0.50185729,0.481280377,0,1,1.235749759,0.363029463,0,1,1.467473257,0.332084121,0,1,1.221559169,0.287117648,0,1,1.046300845,0.494840894,0,1,0.965707966,0.460377928,0,1,2.284235731,1.030575523,3.04E-05,1.00E-05,0.000139483,0.000921662,0.01385716,0.444,0.5882,0.1245,0.0277,0.0016,0,1.333,0.8823,1.5897,2.7944,3.1693,1.4822,0.38,1.09,1.45,3.72,5.84,2.75,0.016812512,0.00068167,0.00438181,0.015963016,0.038622502,0.147531351,0.651897019,7.678095448,8.426085977,4.179814479,2.635950193,6.94537385,3.652669925,1.492944874,0.506837737,5.307777032,8.55743644,73.06145636,3.672166669,6.968064696,16.61996399,22.49919882,203.5737426,11.38393429,10.15892064,8.264934002,5.408295365,5.872456391,66.97457863,0,2.916143897,19.66300171,9.615814754,41.93143856,9.253827782,23.32933929,3.808973745,83.5511334,131.4752692,358.9495093,83.76238838,10.24487909,1.267632466,42.74909917,41.91998197,41.47038739,264.8685588,0.00181538,0.00232301,0.00206685,0.65231788,0.14616277
